Age,time,City,Your city,Employment status,Position,Your position,Total years of experience,Years of experience in Germany,Seniority level,Your seniority level,Main technology / programming language,Your main technology,Other technologies/programming languages you use often,Years in the current workplace,Company size,Annual gross salary without bonus and stocks in EUR,Annual Brutto salary with bonus and stocks in EUR,Annual TC one year ago.,Number of vacation days,Hourly rate in EUR,Working hours for the last year,Number of days off in the last year,"Third-party income from small customers or own projects (annualy, in EUR)",Working hours per week,layoffs_impact_you,company_layoffs,Did you already find a new job?,Do you currently search for a job?,company_hire_in_2024,company_industry,change_jobs,tc_new_job,unemployed_last_tc_salary,change_jobs_voluntary,how_long_find_job,ai_impact,ai_use,ai_tool
34,12/9/2024 12:11,Berlin,,Full/Part-time employee,Site Reliability Engineer,,12,2,Senior,,Cloud (AWS / Azure / GCP),,"Terraform,Docker,Bash / Zsh / PowerShell,Python,Go,Ruby",2.50,101-1000,98000,98000,,,,,,,40,No,"Yes, both in 2023-2024",,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot,Anthropic Claude"
35,12/9/2024 12:14,Berlin,,Full/Part-time employee,Software Engineer,,15,2,Mid-level,,Python,,"Python,Cloud (AWS / Azure / GCP)",2.00,1000,105000,150000,125000,28,,,,,40,,No,,,Yes,Retail and Consumer Services,No,,,,,Great,Yes,"Anthropic Claude,Other"
30,12/9/2024 12:14,Berlin,,Full/Part-time employee,Backend Software Engineer,,10,8,Staff / Lead / Manager,,,,"Ruby,Terraform,Cloud (AWS / Azure / GCP),Docker,Java / Scala / Kotlin",5.00,101-1000,105000,125000,110000,31,,,,,40,No,"Yes, both in 2023-2024",,,"Yes, but only for backfilling",Financial Services,No,,,,,Invisible,No,
28,12/9/2024 12:21,Frankfurt,,Full/Part-time employee,Software Engineer,,8,1,Senior,,Java / Scala / Kotlin,,Java / Scala / Kotlin,0.50,101-1000,70000,74000,74000,30,,,,,40,No,"Yes, both in 2023-2024",,,Yes,Financial Services,Yes,worse than it was,,"Voluntary, it was my decision",3.0,Moderate but noticeable,Yes,OpenAI ChatGPT
41,12/9/2024 12:22,Hamburg,,Full/Part-time employee,Software Engineer,,9,9,Senior,,Ruby,,"JavaScript / TypeScript,SQL,Cloud (AWS / Azure / GCP)",2.00,101-1000,95000,103000,85756,31,,,,,40,,I dont know,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"Microsoft Copilot,OpenAI ChatGPT"
38,12/9/2024 12:23,Munich,,Full/Part-time employee,Data Scientist,,12,12,Staff / Lead / Manager,,Python,,"SQL,Terraform,Docker,Other",6.00,1000,145000,200000,150000,30,,,,,40,,I dont know,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,"OpenAI ChatGPT,Microsoft Bing,Anthropic Claude,Midjourney,Google Gemini"
38,12/9/2024 12:24,Berlin,,Full/Part-time employee,Data Engineer / Analytics Engineer,,17,9,Staff / Lead / Manager,,SQL,,Python,0.50,1000,100000,150000,100000,30,,,,,40,,No,,,Yes,Other,Yes,better than it was,,"Voluntary, it was my decision",2.0,Invisible,Yes,"OpenAI ChatGPT,Microsoft Copilot"
26,12/9/2024 12:24,Frankfurt,,Full/Part-time employee,Data / Business / Product Analyst,,18,2,Junior,,Other,,Other,0.20,101-1000,50000,50000,,30,,,,,40,,I dont know,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,OpenAI ChatGPT
41,12/9/2024 12:26,Berlin,,Full/Part-time employee,Other,Head of data,16,16,Staff / Lead / Manager,,SQL,,"Python,R",0.75,51-100,110000,110000,,27,,,,,40,"Yes, I am NOT satisfied with a severance package","Yes, in 2024",Yes,,No,Insurance,Yes,about the same,,"Involuntarily, I was forced to look for a new job",2.0,Invisible,No,
36,12/9/2024 12:27,Berlin,,Full/Part-time employee,Software Engineer,,17,9,Staff / Lead / Manager,,JavaScript / TypeScript,,NodeJS,2.00,1000,125000,175000,170000,30,,,,,40,,"Yes, in 2023",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,"OpenAI ChatGPT,Microsoft Copilot,Anthropic Claude"
32,12/9/2024 12:28,Berlin,,Full/Part-time employee,Data Scientist,,8,1,Senior,,Python,,"SQL,Python,Docker,Kubernetes,Cloud (AWS / Azure / GCP),Other",1.50,101-1000,90000,100000,90000,25,,,,,40,No,"Yes, in 2024",,,Yes,Other,No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot"
31,12/9/2024 12:40,Berlin,,Full/Part-time employee,Backend Software Engineer,,11,5,Staff / Lead / Manager,,NodeJS,,"SQL,PHP,Docker,Dashboards (Power BI / Tableau / Looker / etc.)",2.00,1000,136000,173000,130000,28,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Invisible,No,
31,12/9/2024 12:41,Berlin,,Full/Part-time employee,Product Designer / UX/UI Designer/Researcher,,12,2,Senior,,Non-tech instruments,,,1.50,51-100,85000,85000,,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,OpenAI ChatGPT
31,12/9/2024 12:41,Berlin,,Full/Part-time employee,Software Engineer,,10,1,Senior,,Ruby,,"JavaScript / TypeScript,SQL,NodeJS,Kubernetes,Docker",5.00,101-1000,92000,92000,86000,30,,,,,40,,No,,,Yes,Advertising Services,Yes,better than it was,,"Voluntary, it was my decision",1.0,Moderate but noticeable,No,
26,12/9/2024 12:41,Berlin,,Full/Part-time employee,Data / Business / Product Analyst,,5,2,Senior,,SQL,,Python,0.80,1000,88000,95333,96000,28,,,,,40,No,"Yes, both in 2023-2024",,,Yes,Financial Services,Yes,better than it was,,"Involuntarily, I was forced to look for a new job",1.5,Moderate but noticeable,Yes,OpenAI ChatGPT
27,12/9/2024 12:41,Berlin,,Full/Part-time employee,Security Software Engineer,,6,3,Senior,,NodeJS,,"Python,Docker,Cloud (AWS / Azure / GCP),Bash / Zsh / PowerShell,NodeJS,JavaScript / TypeScript,Java / Scala / Kotlin",3.00,1000,88500,95100,92400,30,,,,,40,No,"Yes, both in 2023-2024",,,Yes,Financial Services,No,,,,,Great,No,
28,12/9/2024 12:41,Berlin,,Full/Part-time employee,Backend Software Engineer,,9,2,Mid-level,,Python,,"JavaScript / TypeScript,Go,SQL,Cloud (AWS / Azure / GCP),Docker",0.50,11-50,73000,73000,70000,28,,,,,40,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",Yes,about the same,,"Involuntarily, I was forced to look for a new job",,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot,Anthropic Claude"
32,12/9/2024 12:41,Berlin,,Full/Part-time employee,Backend Software Engineer,,12,2,Senior,,Python,,"Python,C / C++,Other",4.00,1000,122000,202000,190000,30,,,,,40,,"Yes, in 2023",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,"OpenAI ChatGPT,Microsoft Copilot,Anthropic Claude,Other"
39,12/9/2024 12:41,Munich,,Full/Part-time employee,Solution Architect / Data Architect,,20,4,Staff / Lead / Manager,,C# / .NET,,"SQL,Cloud (AWS / Azure / GCP)",3.00,1000,121000,133000,120000,30,,,,,40,No,"Yes, both in 2023-2024",,,No,Healthcare,No,,,,,Invisible,No,
37,12/9/2024 12:42,Dusseldorf,,Full/Part-time employee,Data / Business / Product Analyst,,2,1,Mid-level,,Dashboards (Power BI / Tableau / Looker / etc.),,"SAP / ABAP,Other",1.00,1000,61000,73000,,30,,,,,37,,No,,,Yes,Retail and Consumer Services,No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Other"
27,12/9/2024 12:42,Berlin,,Full/Part-time employee,Backend Software Engineer,,6,3,Senior,,Go,,"Docker,Kubernetes,SQL",3.00,101-1000,80000,80000,70000,30,,,,,40,,No,,,Yes,Financial Services,No,,,,,Moderate but noticeable,No,
31,12/9/2024 12:43,Berlin,,Full/Part-time employee,Data Scientist,,7,7,Senior,,Python,,"Cloud (AWS / Azure / GCP),Docker",3.00,1000,150000,200000,165000,28,,,,,40,,"Yes, in 2023",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,Anthropic Claude
34,12/9/2024 12:47,Berlin,,Full/Part-time employee,Backend Software Engineer,,12,2,Staff / Lead / Manager,,,,"Java / Scala / Kotlin,Cloud (AWS / Azure / GCP),Terraform,Kubernetes,Docker,NodeJS",2.00,101-1000,105000,27500,133500,,,,,,40,No,"Yes, both in 2023-2024",,,"Yes, but only for backfilling",Retail and Consumer Services,No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot,Google Gemini"
39,12/9/2024 12:52,Berlin,,Full/Part-time employee,Mobile Software Engineer,,8,2,Mid-level,,,,,2.00,101-1000,80000,80000,78000,30,,,,,40,No,"Yes, both in 2023-2024",,,No,"Manufacturing, Transportation, or Supply Chain",No,,,,,Invisible,Yes,OpenAI ChatGPT
40,12/9/2024 12:54,Berlin,,Full/Part-time employee,Backend Software Engineer,,5,4,Junior,,Python,,,3.00,101-1000,60000,60000,60000,Unlimited,,,,,40,No,"Yes, in 2024",,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,Invisible,No,
40,12/9/2024 12:56,Hamburg,,Full/Part-time employee,Backend Software Engineer,,19,8,Staff / Lead / Manager,,Go,,"Python,NodeJS,Bash / Zsh / PowerShell,Cloud (AWS / Azure / GCP),Kubernetes,Docker",2.00,51-100,120000,145000,145000,27,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Invisible,Yes,"OpenAI ChatGPT,Microsoft Copilot"
38,12/9/2024 12:56,Kempten,,Full/Part-time employee,Engineering Manager,,17,9,Principal / VP / Head,,Python,,"Python,Rust,C / C++,Cloud (AWS / Azure / GCP),Kubernetes,Docker",6.00,11-50,140000,140000,120000,26,,,,,40,No,"Yes, in 2024",,,Yes,"Manufacturing, Transportation, or Supply Chain",No,,,,,Moderate but noticeable,Yes,OpenAI ChatGPT
25,12/9/2024 12:56,Other,Weinheim,Full/Part-time employee,Technical Program / Project Manager,,2,1,Mid-level,,Python,,"C / C++,Docker",1.00,11-50,58400,63000,63000,30,,,,,40,,No,,,Yes,"Manufacturing, Transportation, or Supply Chain",No,,,,,Great,Yes,OpenAI ChatGPT
29,12/9/2024 13:00,Berlin,,Full/Part-time employee,Software Engineer,,6,3,Mid-level,,,,"Java / Scala / Kotlin,Docker,Cloud (AWS / Azure / GCP)",1.00,1000,86000,96000,70000,29,,,,,40,No,"Yes, both in 2023-2024",,,"Yes, but only for backfilling",Retail and Consumer Services,No,,,,,Moderate but noticeable,Yes,"Google Gemini,OpenAI ChatGPT"
24,12/9/2024 13:00,Berlin,,Full/Part-time employee,Data Scientist,,6,2,Senior,,Python,,"SQL,Cloud (AWS / Azure / GCP),Docker",2.00,1000,95000,112000,,28,,,,,40,,"Yes, in 2023",,,"Yes, but only for backfilling",Retail and Consumer Services,No,,,,,Moderate but noticeable,Yes,OpenAI ChatGPT
37,12/9/2024 13:00,Berlin,,Full/Part-time employee,Engineering Manager,,16,8,Staff / Lead / Manager,,PHP,,"JavaScript / TypeScript,SQL,PHP",5.00,1000,100000,120000,115000,30,,,,,40,"Yes, I am satisfied with a severance package","Yes, both in 2023-2024",Yes,,No,"Information Services, IT, Software Development, or other Technology",No,,,,,Invisible,Yes,"OpenAI ChatGPT,Microsoft Copilot"
36,12/9/2024 13:01,Berlin,,Full/Part-time employee,Engineering Manager,,13,5,Staff / Lead / Manager,,Java / Scala / Kotlin,,"JavaScript / TypeScript,PHP,Cloud (AWS / Azure / GCP),Terraform,Docker",5.00,1000,110000,130000,120000,30,,,,,40,,"Yes, in 2023",,,"Yes, but only for backfilling",Retail and Consumer Services,No,,,,,Great,Yes,"Anthropic Claude,OpenAI ChatGPT"
28,12/9/2024 13:02,Berlin,,Full/Part-time employee,Data / Business / Product Analyst,,5,1,Mid-level,,Non-tech instruments,,Dashboards (Power BI / Tableau / Looker / etc.),1.00,1000,80000,105000,,30,,,,,40,No,"Yes, both in 2023-2024",,,Yes,Retail and Consumer Services,No,,,,,Moderate but noticeable,No,
29,12/9/2024 13:03,Other,Vreden,Full/Part-time employee,Machine Learning Engineer,,1,1,Junior,,Python,,Docker,1.00,101-1000,47200,54700,51200,30,,,,,37,No,"Yes, in 2024",,,No,"Manufacturing, Transportation, or Supply Chain",No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Anthropic Claude"
34,12/9/2024 13:04,Berlin,,Full/Part-time employee,Product Manager,,10,3,Staff / Lead / Manager,,Non-tech instruments,,,3.00,1000,112000,149000,116000,30,,,,,40,,"Yes, in 2023",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Google Gemini"
30,12/9/2024 13:04,Berlin,,Full/Part-time employee,Software Engineer,,8,6,Senior,,Go,,JavaScript / TypeScript,3.00,1000,140000,240000,210000,24,,,,,40,,"Yes, in 2023",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Invisible,No,
36,12/9/2024 13:05,Other,Freiburg,Full/Part-time employee,Backend Software Engineer,,18,1,Senior,,Java / Scala / Kotlin,,"Python,SQL,Kubernetes,Docker",1.00,101-1000,88000,88000,,30,,,,,40,,"Yes, in 2023",,,Yes,Advertising Services,No,,,,,Moderate but noticeable,Yes,"Microsoft Copilot,Anthropic Claude"
36,12/9/2024 13:05,Berlin,,Full/Part-time employee,Backend Software Engineer,,13,3,Senior,,Java / Scala / Kotlin,,"Cloud (AWS / Azure / GCP),Terraform",0.25,51-100,90000,90000,78000,30,,,,,40,,I dont know,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,,"Voluntary, it was my decision",1.0,Invisible,Yes,JetBrains AI
36,12/9/2024 13:07,Berlin,,Full/Part-time employee,Backend Software Engineer,,15,5,Senior,,Go,,"Python,Ruby,Terraform,Docker",4.00,101-1000,92000,93000,90000,unlimited,,,,,40,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,,Invisible,Yes,"OpenAI ChatGPT,Microsoft Copilot"
33,12/9/2024 13:08,Berlin,,Full/Part-time employee,Mobile Software Engineer,,11,2,Senior,,Swift,,,2.00,101-1000,115000,115000,105000,28,,,,,40,No,"Yes, both in 2023-2024",,,Yes,Financial Services,No,,,,,Invisible,No,
36,12/9/2024 13:08,Berlin,,Full/Part-time employee,Software Engineer,,16,1,Senior,,Swift,,,1.00,1000,91200,14000,,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,No,
31,12/9/2024 13:09,Berlin,,Full/Part-time employee,Frontend Software Engineer,,7,2,Mid-level,,JavaScript / TypeScript,,,2.00,11-50,78100,78100,73000,28,,,,,40,,No,,,Yes,Other,No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot"
30,12/9/2024 13:10,Berlin,,Full/Part-time employee,Data / Business / Product Analyst,,5,0,Senior,,SQL,,"SQL,Dashboards (Power BI / Tableau / Looker / etc.)",0.50,1000,90000,99000,,27?,,,,,40,,I dont know,,,Yes,Retail and Consumer Services,Yes,better than it was,,"Involuntarily, I was forced to look for a new job",1.5,Great,Yes,"Google Gemini,OpenAI ChatGPT,Other"
34,12/9/2024 13:12,Berlin,,Full/Part-time employee,Frontend Software Engineer,,6,2,Mid-level,,JavaScript / TypeScript,,"NodeJS,Terraform,Cloud (AWS / Azure / GCP),Kubernetes,Docker,Dashboards (Power BI / Tableau / Looker / etc.)",2.00,101-1000,77000,84500,81000,29,,,,,40,,"Yes, in 2023",,,"Yes, but only for backfilling",Retail and Consumer Services,No,,,,,Invisible,No,
32,12/9/2024 13:12,Hamburg,,Full/Part-time employee,Backend Software Engineer,,11,8,Staff / Lead / Manager,,Python,,"Java / Scala / Kotlin,Go",3.00,up to 10,100000,100000,100000,30,,,,,40,,No,,,No,"Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,"Anthropic Claude,OpenAI ChatGPT,Microsoft Copilot"
32,12/9/2024 13:12,Berlin,,Full/Part-time employee,Backend Software Engineer,,10,5,Senior,,,,"Kubernetes,Cloud (AWS / Azure / GCP),SQL",3.00,101-1000,114000,130000,105000,30,,,,,40,,No,,,Yes,Financial Services,No,,,,,Moderate but noticeable,Yes,"Microsoft Copilot,OpenAI ChatGPT"
38,12/9/2024 13:13,Berlin,,Full/Part-time employee,Software Engineer,,18,10,Staff / Lead / Manager,,NodeJS,,"Cloud (AWS / Azure / GCP),Terraform",10.00,1000,113000,35000,,28,,,,,40,,"Yes, in 2023",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,"OpenAI ChatGPT,Google Gemini,JetBrains AI"
37,12/9/2024 13:14,Berlin,,Full/Part-time employee,DevOps Engineer,,15,4,Mid-level,,Cloud (AWS / Azure / GCP),,"Terraform,Cloud (AWS / Azure / GCP),Kubernetes,Docker",2.00,1000,97000,124000,120000,28,,,,,40,,I dont know,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,OpenAI ChatGPT
34,12/9/2024 13:14,Berlin,,Full/Part-time employee,Backend Software Engineer,,13,2,Staff / Lead / Manager,,Go,,"Kubernetes,Cloud (AWS / Azure / GCP)",2.00,101-1000,105000,109000,99000,30,,,,,40,,No,,,Yes,Financial Services,No,,,,,Moderate but noticeable,Yes,OpenAI ChatGPT
33,12/9/2024 13:16,Berlin,,Full/Part-time employee,Engineering Manager,,14,3,Staff / Lead / Manager,,Go,,"Cloud (AWS / Azure / GCP),Terraform",2.50,11-50,138000,20000,160000,31,,,,,40,"Yes, I am satisfied with a severance package","Yes, in 2024",No,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Invisible,Yes,"OpenAI ChatGPT,JetBrains AI"
25,12/9/2024 13:18,Leipzig,,Full/Part-time employee,Backend Software Engineer,,4,4,Senior,,Java / Scala / Kotlin,,"Python,SQL,Kubernetes,Docker",2.00,101-1000,76000,80000,35000,35,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,,"Voluntary, it was my decision",1.0,Great,Yes,"OpenAI ChatGPT,Microsoft Copilot,Anthropic Claude"
39,12/9/2024 13:18,Berlin,,Full/Part-time employee,Engineering Manager,,19,3,Principal / VP / Head,,Python,,"Python,Cloud (AWS / Azure / GCP),Dashboards (Power BI / Tableau / Looker / etc.)",3.00,101-1000,190000,210000,210000,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Great,Yes,"OpenAI ChatGPT,Anthropic Claude"
37,12/9/2024 13:19,Berlin,,Full/Part-time employee,Mobile Software Engineer,,5,2,Senior,,Swift,,"Swift,Ruby,Cloud (AWS / Azure / GCP),Bash / Zsh / PowerShell",2.00,1000,87000,87000,84000,29,,,,,40,,"Yes, in 2023",,,Yes,Retail and Consumer Services,No,,,,,Invisible,No,
30,12/9/2024 13:19,Berlin,,Full/Part-time employee,Mobile Software Engineer,,12,2,Staff / Lead / Manager,,,,Other,2.00,1000,105000,130000,125000,25,,,,,40,No,"Yes, both in 2023-2024",,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Invisible,No,
29,12/9/2024 13:20,Berlin,,Full/Part-time employee,Data Scientist,,9,2,Senior,,Python,,"Dashboards (Power BI / Tableau / Looker / etc.),SQL,Python",0.25,101-1000,87500,122500,75000,30,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,,"Voluntary, it was my decision",4.0,Moderate but noticeable,Yes,"OpenAI ChatGPT,Microsoft Copilot,Microsoft Bing,Google Gemini"
31,12/9/2024 13:22,Berlin,,Full/Part-time employee,Site Reliability Engineer,,8,8,Staff / Lead / Manager,,Cloud (AWS / Azure / GCP),,"Terraform,Bash / Zsh / PowerShell,Python,Go,Cloud (AWS / Azure / GCP),Kubernetes",3.50,101-1000,95000,95000,77000,27,,,,,40,No,"Yes, both in 2023-2024",,,Yes,"Manufacturing, Transportation, or Supply Chain",No,,,,,Invisible,Yes,"Microsoft Copilot,Other"
43,12/9/2024 13:22,Berlin,,Full/Part-time employee,Site Reliability Engineer,,24,2,Staff / Lead / Manager,,Bash / Zsh / PowerShell,,"Python,SQL,Kubernetes,Dashboards (Power BI / Tableau / Looker / etc.)",11.00,1000,90000,100000,100000,30,,,,,40,,No,,,Yes,Financial Services,No,,,,,Invisible,Yes,Microsoft Copilot
29,12/9/2024 13:23,Berlin,,Full/Part-time employee,Product Manager,,4,1,Senior,,Non-tech instruments,,"Dashboards (Power BI / Tableau / Looker / etc.),SQL",3.00,1000,120000,145000,135000,28,,,,,40,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,,Moderate but noticeable,Yes,OpenAI ChatGPT
33,12/9/2024 13:27,Berlin,,Full/Part-time employee,Backend Software Engineer,,13,3,Staff / Lead / Manager,,Go,,"Python,Kubernetes,Docker,SQL",4.00,101-1000,95000,95000,90000,30,,,,,40,,No,,,Yes,Financial Services,No,,,,,Invisible,Yes,"Microsoft Copilot,OpenAI ChatGPT"
